	sourceUrl	sourceName	sourceDate	hasAnswer	targetLocation	language	dateScraped	ID	question	answer
139	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.795945	True	Sweden	sv	1587072207.0183191	FHM, Folkhälsomyndigheten|||-7767248891643406139	Vilka personer bör testas för det nya coronaviruset?	"Sjukvården prioriterar provtagning för följande två grupper:

Personer som är i behov av vård på sjukhus.
Personal inom sjukvård och äldreomsorg med misstänkt covid-19.

Syftet är att skydda de mest utsatta grupperna i samhället från smitta.
Alla som är sjuka i förkylning eller influensaliknande symtom ska vara hemma för att inte riskera att sprida smittan vidare till andra. Denna grupp prioriteras inte för provtagning.
Det är smittskyddsläkaren i varje region som vid behov samordnar regionala och lokala anpassningar av provtagningar.


Uppdaterad: 2020-03-16 13:15
Öppna i ny flik"
140	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.796263	True	Sweden	sv	1587072207.0190852	FHM, Folkhälsomyndigheten|||-3317506431288953540	Hur gör ni för att mäta förekomsten av covid-19 i samhället?	"Vi genomför nu en ny undersökning för att mäta förekomsten av covid-19 i Sverige. Omkring 4000 personer i hela landet tillfrågas under vecka 14 om de vill delta i provtagningen. Det är helt frivilligt att delta.
Undersökningen är ett sätt att få information om hur många i samhället som kan vara smittade med covid-19. Eftersom de som har milda sjukdomssymtom uppmanas att stanna hemma, är det annars framförallt personer med svåra symtom som testas när de läggs in på sjukhus.
Det går inte att anmäla sig till undersökningen. Deltagarna väljs ut slumpvis från en panel. Resultaten väntas vara klara i början av maj. En liknande, mindre undersökning har gjorts i Stockholm.
Läs mer: Undersökning för att mäta förekomsten av covid-19 i samhället (nyhet 7 april)


Uppdaterad: 2020-04-09 15:32
Öppna i ny flik"
141	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.7965922	True	Sweden	sv	1587072207.019764	FHM, Folkhälsomyndigheten|||86045655455511721	Finns det tester som visar om man har haft covid-19?	"Det pågår utveckling av så kallade serologiska tester som kan användas för att undersöka om en person har varit infekterad av det nya coronaviruset. I sådana tester analyseras förekomsten av särskilda antikroppar i blodet. Några sådana säkra tester finns inte på marknaden än. När tester blir tillgängliga kommer de i första hand att användas till personal inom vård och omsorg.
Dessa tester är inte positiva i den akuta sjukdomsfasen utan kan endast påvisa om man har, eller har haft, covid-19 efter det att man varit sjuk en period.


Uppdaterad: 2020-04-03 17:21
Öppna i ny flik"
142	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.796876	True	Sweden	sv	1587072207.020611	FHM, Folkhälsomyndigheten|||713112475874095268	Finns det självtester för covid-19?	"Det finns självtester för covid-19 som tillverkare marknadsför för användning i hemmiljö. Vi rekommenderar inte dessa självtester i nuläget.
Anledningen är att tillförlitligheten hos självtesterna är avsevärt lägre än hos sjukvårdens tester. Metoderna som används inom vården är nära hundraprocentiga i såväl sin exakthet som känslighet. Där används förutom provsvar också kliniska observationer, patienthistorik och epidemiologisk information för att ställa en tillförlitlig diagnos. Ett självtest kan på grund av låg känslighet, liksom om det är taget i fel fas i infektionsförloppet, visa att du inte har covid-19 trots att du i själva verket har det.
I nuläget är informationen om självtesternas exakthet och känslighet begränsad, och det finns inga publicerade fakta kring hur bra självtester fungerar för att diagnostisera covid-19-infektion.


Uppdaterad: 2020-03-18 15:21
Öppna i ny flik"
143	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.797149	True	Sweden	sv	1587072207.0214038	FHM, Folkhälsomyndigheten|||6799728833118370688	Finns det vaccin eller behandling mot covid-19?	"Det finns i nuläget inget vaccin eller godkänt läkemedel mot covid-19. Den behandling som ges vid svårare sjukdom är inriktad på att stödja funktionen hos lungor och eventuellt andra påverkade organ.
Det pågår ett arbete, både internationellt och i Sverige, för att undersöka olika typer av läkemedelsbehandlingar och för att försöka ta fram ett vaccin. I det arbetet deltar även Läkemedelsverket i samarbete med läkemedelsmyndigheter i Europa och andra länder.


Uppdaterad: 2020-03-12 16:10
Öppna i ny flik"
144	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.797419	True	Sweden	sv	1587072207.0221498	FHM, Folkhälsomyndigheten|||-6559491343295512602	Kan vaccin mot pneumokocker ge skydd mot covid-19?	"Nej, pneumokockvaccin ger enbart skydd mot sjukdomar som orsakas av vissa typer av pneumokocker. Det minskar därför inte risken för att få sjukdomen covid-19. Lunginflammation, som även en del av dem som insjuknat i covid-19 drabbats av, orsakas i dessa fall av det nya coronaviruset, inte av pneumokocker.


Uppdaterad: 2020-03-24 16:19
Öppna i ny flik"
145	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.797704	True	Sweden	sv	1587072207.0228748	FHM, Folkhälsomyndigheten|||9032824289567954353	Kan man bli smittad av en person som har covid-19 men som inte har några symtom?	"Coronaviruset (SARS-CoV-2) som orsakar sjukdomen covid-19 smittar i första hand mellan människor genom så kallad droppsmitta. Det betyder att smittan överförs till slemhinnorna i ögon, näsa eller mun från droppar som sprids i luften när en sjuk person hostar eller nyser. Dropparna faller snabbt ner genom luften och når som regel inte längre än någon meter.
Det finns rapporter om att personer utan symtom har smittat andra personer. Men det finns få studier som beskriver hur smittsam man är, och om detta utgör en betydande del av smittspridningen i samhället. Utifrån den erfarenhet som finns just nu, av covid-19 och andra liknande sjukdomar, är bedömningen att smittspridningen från personer utan symtom står för en mycket begränsad andel.
Detta betyder att det är viktigt att begränsa smittspridningen från de med symtom för att smittspridningen i samhället ska gå långsammare. Att uppnå detta är ett av målen med vårt arbete på Folkhälsomyndigheten.


Uppdaterad: 2020-04-03 18:38
Öppna i ny flik"
146	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.7979898	True	Sweden	sv	1587072207.0237901	FHM, Folkhälsomyndigheten|||7536090979786714431	Hur länge kan viruset som orsakar covid-19 överleva utanför människokroppen?	"Det är ännu inte helt klarlagt hur länge viruset kan överleva utanför kroppen. Forskningsstudier som utförts på närbesläktade coronavirus visar att de kan överleva flera dagar på ytor och föremål men för detta krävs särskilda förhållanden. Överlevnaden påverkas exempelvis av temperatur, solljus och luftfuktighet. Coronaviruset är särskilt känsligt för uttorkning. Mängden virus påverkar också hur länge en yta eller ett föremål utgör en risk för smitta. Studierna är främst utförda i laboratorier med kontrollerad luftfuktighet och temperatur och är därför inte jämförbara med miljöer ute i samhället.
En nyligen utförd studie i vårdmiljö, där patienter med covid-19 isolerats, visar att spår av virus fanns på ytor och föremål i den miljön. Fortsatta studier får utvisa om så kallad indirekt kontaktsmitta, det vill säga spridning via droppar som landat på ytor eller föremål, har någon betydelse för spridningen av covid-19.
Det är alltid viktigt att ha god handhygien och att vara noga med att tvätta händerna med tvål och vatten. Då minskar risken för smitta. Om möjligheten till handtvätt är begränsad kan handsprit vara ett alternativ.


Uppdaterad: 2020-03-26 14:18
Öppna i ny flik"
147	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.798265	True	Sweden	sv	1587072207.024792	FHM, Folkhälsomyndigheten|||1709785452323249764	Smittar covid-19 via sedlar och mynt?	"Det finns inga uppgifter om att personer har smittats via sedlar eller mynt. Coronaviruset (SARS-CoV-2) som orsakar sjukdomen covid-19 smittar i första hand mellan människor genom så kallad droppsmitta. Det betyder att smittan överförs till slemhinnorna i ögon, näsa eller mun från droppar som sprids i luften när en sjuk person hostar eller nyser.
Så här kan du undvika att bli smittad och att smitta andra:

Var noga med att hålla ett avstånd till andra människor i offentliga miljöer.
Tvätta händerna ofta med tvål och vatten. Handsprit kan vara ett alternativ när du inte har tillgång till vatten.
Hosta och nys i armvecket.
Undvik att röra ansiktet (ögon, näsa, mun).
Stanna hemma när du är sjuk.



Uppdaterad: 2020-04-02 12:12
Öppna i ny flik"
148	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.7985358	True	Sweden	sv	1587072207.026758	FHM, Folkhälsomyndigheten|||1159429431341208632	Kan viruset smitta till människa via post och paket?	"Det finns i inga uppgifter om att personer har smittats via paket och postförsändelser. Coronaviruset (SARS-CoV-2) som orsakar sjukdomen covid-19 smittar i första hand mellan människor genom så kallad droppsmitta. Det betyder att smittan överförs till slemhinnorna i ögon, näsa eller mun från droppar som sprids i luften när en sjuk person hostar eller nyser.
Så här kan du undvika att bli smittad och att smitta andra:

Var noga med att hålla ett avstånd till andra människor i offentliga miljöer.
Tvätta händerna ofta med tvål och vatten. Handsprit kan vara ett alternativ när du inte har tillgång till vatten.
Hosta och nys i armvecket.
Undvik att röra ansiktet (ögon, näsa, mun).
Stanna hemma när du är sjuk.



Uppdaterad: 2020-04-02 09:37
Öppna i ny flik"
149	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.798808	True	Sweden	sv	1587072207.0288022	FHM, Folkhälsomyndigheten|||-1366163828304359395	Smittar covid-19 via vatten och mat?	"Det finns i inga uppgifter om att personer har smittats genom att ha ätit mat eller druckit vatten. Coronaviruset (SARS-CoV-2) som orsakar sjukdomen covid-19 smittar i första hand mellan människor genom så kallad droppsmitta. Det betyder att smittan överförs till slemhinnorna i ögon, näsa eller mun från droppar som sprids i luften när en sjuk person hostar eller nyser. Det är inte heller troligt att covid-19 sprids via bassängvatten eller annat badvatten.
Tvätta händerna ofta med tvål och varmt vatten: före måltider, före mathantering och efter ett toalettbesök. Handsprit kan vara ett alternativ när du inte har möjlighet till handtvätt.
Läs mer på Livsmedelsverkets webbplats


Uppdaterad: 2020-04-02 09:36
Öppna i ny flik"
150	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.7991	True	Sweden	sv	1587072207.030284	FHM, Folkhälsomyndigheten|||-3072029854752731238	Kan covid-19 smitta mellan djur och människa och kan mitt husdjur smittas av viruset?	"Det är troligt att några av de första personerna som fick sjukdomen covid-19, blev smittade vid ett besök på en marknad med levande djur i Kina. Det är i dagsläget oklart från vilket djur smittan spreds och hur smittspridningen gick till.
Några uppgifter om att smittan kan överföras från människa till husdjur finns inte beskrivna för covid-19.
Läs mer: Det nya coronaviruset är en folkhälsofråga (SVA)


Uppdaterad: 2020-03-26 14:17
Öppna i ny flik"
151	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.799387	True	Sweden	sv	1587072207.031513	FHM, Folkhälsomyndigheten|||7579257048398247149	I vilka länder pågår det smittspridning?	"Världshälsoorganisationen WHO förklarade den 11 mars 2020 att covid-19 är en pandemi. Det innebär att sjukdomen finns eller kommer att finnas i alla världsdelar. Sannolikt kommer covid-19 att drabba alla världens länder. Det är därför inte längre relevant att ange i vilka länder det pågår smittspridning.
Beskedet från WHO innebär ingen skillnad i hur vi på Folkhälsomyndigheten hanterar sjukdomen. Viktiga åtgärder för att förhindra samhällsspridning och skydda riskgrupper görs kontinuerligt. Det innebär heller inte att sjukdomen i sig betraktas som allvarligare.


Uppdaterad: 2020-03-24 16:57
Öppna i ny flik"
152	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.799666	True	Sweden	sv	1587072207.0322042	FHM, Folkhälsomyndigheten|||160225837943784822	Vad innebär det att vi har en samhällsspridning av covid-19 i Sverige?	"Det innebär att det pågår en smittspridning av covid-19 i Sverige där fallen är smittade i Sverige och inte kopplad till importerade fall. Man har alltså inte kunnat härleda källan till smittan till en kontakt med smitta i andra länder. Risknivån höjdes den 10 mars till den högsta: mycket hög risk för samhällspridning i Sverige.


Uppdaterad: 2020-04-09 15:34
Öppna i ny flik"
153	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.7999392	True	Sweden	sv	1587072207.032854	FHM, Folkhälsomyndigheten|||-6247119476937119697	Behöver jag städa eller hantera mina sopor på något särskilt sätt?	"I ett hushåll där någon smittats av det nya coronaviruset räcker det att man städar så som man gör i normala fall. Det räcker att använda vanliga rengöringsmedel som säljs i butik. Du kan hantera dina sopor, exempelvis använda pappersnäsdukar, som vanligt.


Uppdaterad: 2020-03-13 16:40
Öppna i ny flik"
154	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.800211	True	Sweden	sv	1587072207.033963	FHM, Folkhälsomyndigheten|||-4163592028277303401	Vad innebär karantän?	"Karantän är en form av isolering av personer som misstänks bära på en samhällsfarlig sjukdom men som inte är sjuka. Om man misstänker att någon har en samhällsfarlig sjukdom (som covid-19) kan smittskyddsläkaren i regionen besluta att sätta den personen i karantän, till exempel i sin egen bostad. Karantän innebär att man inte får lämna bostaden eller ta emot besök. Besök av till exempel vårdpersonal och socialtjänst är dock tillåtet.
För personer som är sjuka kan istället isolering bli aktuellt. Beslut om karantän är alltid individuella och kan överklagas till domstol.


Uppdaterad: 2020-03-27 12:53
Öppna i ny flik"
155	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.800482	True	Sweden	sv	1587072207.034664	FHM, Folkhälsomyndigheten|||-5861932538720181908	Kan man sätta en hel stad i karantän?	"Nej. Enskilda personer kan sättas i karantän, men inte en hel stad. Däremot finns det möjlighet att spärra av ett begränsat område, läs mer under frågan Vad innebär avspärrning?


Uppdaterad: 2020-03-30 15:19
Öppna i ny flik"
156	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.8007529	True	Sweden	sv	1587072207.035383	FHM, Folkhälsomyndigheten|||-6862616699776992915	Vad innebär avspärrning?	"Man kan med stöd av smittskyddslagen spärra av ett område på maximalt några kvarter. Avspärrningen innebär bland annat att det blir förbjudet att ta sig in och ut ur området.
En avspärrning kan till exempel bli aktuell om man upptäcker att någon eller några personer har insjuknat i en livshotande sjukdom. Då kan man använda avspärrning för att hitta smittkällan och utreda om det finns fler personer inom det avgränsade området som kan ha smittats eller spridit smittan.
Syftet med bestämmelsen är alltså att säkerställa att smittan inte tar sig ut ur området eller att någon går in och riskerar att smittas. När utredningen är klar och personerna i området är omhändertagna för vård eller har väntat ut inkubationstiden (tiden från det att en person har smittats till dess sjukdomen bryter ut), bör man häva avspärrningen.


Uppdaterad: 2020-03-27 12:54
Öppna i ny flik"
157	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.801159	True	Sweden	sv	1587072207.036027	FHM, Folkhälsomyndigheten|||-8361871637808403147	Hur länge kan en avspärrning pågå?	"Avspärrning är en tillfällig åtgärd för att utreda upptäckta sjukdomsfall och smittspridning. En avspärrning kan alltså inte användas för att t.ex. hindra personer från att resa in eller ut ur ett större geografiskt område.


Uppdaterad: 2020-03-27 11:05
Öppna i ny flik"
158	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.801464	True	Sweden	sv	1587072207.036717	FHM, Folkhälsomyndigheten|||1575311946230821790	Vilka regler gäller för att sätta någon i karantän i Sverige?	"Eftersom det nya coronaviruset som orsakar sjukdomen covid-19 är klassad som samhällsfarlig, kan smittskyddsläkaren i respektive sjukvårdsregion besluta om karantän för friska personer. Det kan handla om att placera personerna i hemmet, en avgränsad del av en byggnad eller ett område.
Men att sätta en person i karantän är en kraftfull åtgärd som är noga reglerad i smittskyddslagen. Om en mindre ingripande åtgärd kan få samma effekt, ska smittskyddsläkaren välja den istället. En sådan åtgärd kan t.ex. vara beslut om särskilda hygienrutiner för den smittade personen eller avstängning från arbetet, skolan eller förskolan.


Uppdaterad: 2020-03-20 14:30
Öppna i ny flik"
159	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.801746	True	Sweden	sv	1587072207.0377731	FHM, Folkhälsomyndigheten|||-1838618952754010827	Hur skyddar du dig själv och andra?	"Vi har alla ett personligt ansvar och en skyldighet att göra vad vi kan för att förhindra smittspridningen av sjukdomen covid-19.
Det här kan du göra:

Var noga med din handhygien: tvätta händerna med tvål och vatten i minst 20 sekunder. Om möjligheten till handtvätt är begränsad kan handsprit vara ett alternativ. Undvika att röra vid ansiktet (ögon, näsa och mun). Hosta och nys i armvecket eller i en pappersnäsduk.
Håll ett avstånd till andra människor, både inomhus och utomhus på platser där människor samlas, till exempel i butiker, köpcentrum, på museer, bibliotek, servicekontor och i väntrum.
Håll ett avstånd till andra människor i kollektivtrafiken som till exempel buss, tåg, tunnelbana och spårvagn.
Avstå från att delta i större sociala sammanhang, såsom fester, begravningar, dop, kalas och bröllop.
Håll ett avstånd till andra människor på idrottsplatser, i badhus, på gym och i andra träningslokaler. Undvik att byta om i allmänna omklädningsrum.
Undvik att resa i rusningstid.
Avstå från onödiga resor.

Läs mer: Skydda dig själv och andra från smittspridning


Uppdaterad: 2020-04-03 07:17
Öppna i ny flik"
160	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.802052	True	Sweden	sv	1587072207.038618	FHM, Folkhälsomyndigheten|||-5529688279932422373	Vem ska stanna hemma?	"Känner du dig sjuk med symtom som snuva, hosta eller feber ska du låta bli att träffa andra människor. Det gäller även om du bara känner dig lite sjuk. Du ska inte gå till jobbet eller skolan. Det är viktigt att inte smitta andra.


Uppdaterad: 2020-03-12 13:38
Öppna i ny flik"
161	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.802345	True	Sweden	sv	1587072207.03933	FHM, Folkhälsomyndigheten|||248141411924642502	Om en person i familjen är sjuk - måste alla stanna hemma då?	"Nej, så länge syskon eller andra familjemedlemmar inte har några symtom kan de göra som vanligt och gå till skolan, förskolan eller jobbet. I familjer eller hushåll där någon är sjuk är det viktigt att vara uppmärksam på symtom.
Tänk på vad du kan göra för att inte sprida smittan vidare: Skydda dig själv och andra från smittspridningar.


Uppdaterad: 2020-03-24 16:51
Öppna i ny flik"
162	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.8027751	True	Sweden	sv	1587072207.0400121	FHM, Folkhälsomyndigheten|||570853404006922507	Hur länge ska jag stanna hemma?	"Stanna hemma så länge du känner dig sjuk. Vänta sedan minst två dygn efter det att du blivit frisk och symtomfri, innan du går tillbaka till jobbet eller skolan. Du kan fortsätta att ha torrhosta efter att du blivit helt fri från en covid-19-infektion. Lättare torrhosta som hänger kvar mer än sju dagar efter att du först har blivit sjuk, och två dagar efter att alla andra symtom försvunnit helt, bedöms inte medföra risk för smittspridning till andra, och du kan återgå till arbete eller skola.
Vi uppdaterar kontinuerligt informationen om covid-19 i takt med att ny kunskap om sjukdomen tillkommer.


Uppdaterad: 2020-04-11 08:09
Öppna i ny flik"
163	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.803234	True	Sweden	sv	1587072207.040691	FHM, Folkhälsomyndigheten|||7878549611269135329	Bör jag som  symtomfri jobba hemma?	"Vi har nu en spridning av covid-19 i flera delar av Sverige. Vårt råd är därför att du jobbar hemifrån i den mån det är möjligt, i samråd med din arbetsgivare. Syftet är att minska hastigheten i smittspridningen och att hålla nere antalet personer som behöver sjukhusvård. En alltför snabb ökning av antalet smittade skulle innebära en kraftig och svårhanterlig belastning för sjukvården. Genom en långsammare ökning av antalet smittade får sjukvården större möjlighet att upprätthålla sin verksamhet.


Uppdaterad: 2020-03-19 14:42
Öppna i ny flik"
164	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.803686	True	Sweden	sv	1587072207.041489	FHM, Folkhälsomyndigheten|||3105167243000261954	Hur ska vi ta hand om och skydda personer som är 70 år och äldre?	"Det är viktigt att skydda de äldre från att bli smittade av covid-19. Sedan den 1 april råder därför besöksförbud på samtliga landets äldreboenden för att förhindra spridningen av sjukdomen covid-19.
Ha ingen närkontakt med personer som är 70 år eller äldre om det inte är helt nödvändigt. Stanna hemma när du känner dig sjuk, även om du bara är lite förkyld. Covid-19 kan ge lindriga symtom som liknar en förkylning, så det är viktigt att vara vaksam.


Uppdaterad: 2020-04-02 16:50
Öppna i ny flik"
165	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.804137	True	Sweden	sv	1587072207.042331	FHM, Folkhälsomyndigheten|||-4728479492228597948	Jag är 70 år, hur ska jag bete mig för att skydda mig nu när det pågår smittspridning ute i samhället?	"För att undvika att bli smittad uppmanar vi dig som är 70 år eller äldre att begränsa dina nära kontakter. Du bör låta bli att åka med kollektivtrafiken, exempelvis buss, tåg, tunnelbana och spårvagn, handla i butiker eller vistas i lokaler där det finns många människor samtidigt. Ta istället hjälp av anhöriga eller grannar för att till exempel handla mat, hämta ut mediciner på apoteket eller uträtta andra ärenden.
Det är vanligt att känna oro, osäkerhet och ensamhet i en situation då man behöver hålla sig från andra människor. Det du kan göra för att det ska kännas bättre är till exempel att gå ut på promenader, men kom ihåg att hålla avstånd till andra. Håll kontakten med dina anhöriga och vänner via telefon, dator och sociala medier.
Tänk på att det här handlar om en begränsad tid. Försök att sysselsätta dig med det du tycker är roligt och stimulerande.
Tips och råd för att minska din oro (Röda Korset)
Ring Äldrelinjen om du behöver prata med någon (MIND)


Uppdaterad: 2020-04-03 09:28
Öppna i ny flik"
166	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.804563	True	Sweden	sv	1587072207.043447	FHM, Folkhälsomyndigheten|||8011108218597522026	Varför ska undervisningen för gymnasieelever och studenter ske på distans?	"Vi rekommenderar gymnasieskolor, universitet, högskolor och vuxenutbildning att bedriva undervisning på distans i stället för i skolans lokaler. Rekommendationen gäller från och med den 18 mars.
Gymnasieelever och studenter är inte i behov av omsorg, till skillnad från barn i grundskolan. De högre utbildningarna samlar också elever och studenter från mycket större upptagningsområden än vad grundskolan gör.
Rekommendationen syftar till att bromsa takten i spridningen av covid-19 i samhället, och att därmed avlasta sjukvården och skydda de mest sårbara från att smittas.


Uppdaterad: 2020-03-17 16:35
Öppna i ny flik"
167	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.8048651	True	Sweden	sv	1587072207.044215	FHM, Folkhälsomyndigheten|||-5562337123409799476	Hur övervakar ni på Folkhälsomyndigheten spridningen av covid-19?	"Vi på Folkhälsomyndigheten använder oss av flera olika övervakningssystem för att följa spridningen av covid-19 i Sverige. Eftersom covid-19 är anmälningspliktig enligt smittskyddslagen skickar läkare och laboratorier löpande in data till oss, som vi analyserar varje dag.
Andra sätt att samla information är att ta stickprov från patienter med influensasymtom och andra utvalda grupper i samhället. Vi kan också samla in kunskap om sökningar på 1177, sjukvårdsrådgivningens webbplats, och samtal som kommer in till 1177. Insamlade data ger underlag för beslut om åtgärder som minimerar dödlighet, sjuklighet och negativa effekter på samhället. Det gör det också möjligt att följa och utvärdera effekterna av vidtagna åtgärder samt att göra det möjligt att följa och till viss del förutsäga pandemins utveckling.
Varje vecka skickar vi på Folkhälsomyndigheten ut en veckorapport för covid-19 (fr.o.m. 2020-03-20). Dessa veckorapporter sammanfattar läget för covid-19, för veckan som har gått.


Uppdaterad: 2020-03-24 16:23
Öppna i ny flik"
168	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.805144	True	Sweden	sv	1587072207.044947	FHM, Folkhälsomyndigheten|||3048235812448565945	Vad innebär det att covid-19 klassas som allmänfarlig och samhällsfarlig sjukdom enligt smittskyddslagen?	"Att klassa smittan som allmänfarlig och samhällsfarlig stärker den svenska beredskapen. Nu när covid-19 klassas som allmänfarlig och samhällsfarlig smitta, finns möjligheter att besluta om åtgärder som karantän, isolering, hälsoundersökningar vid inresa och avspärrningar av områden. Beroende på vilken åtgärd det gäller, är det antingen smittskyddsläkaren eller vi på Folkhälsomyndigheten som fattar beslut om det.


Uppdaterad: 2020-03-10 14:36
Öppna i ny flik"
169	https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/	FHM, Folkhälsomyndigheten	1587072205.80542	True	Sweden	sv	1587072207.04569	FHM, Folkhälsomyndigheten|||-8983412833415710242	Vad innebär smittspårning av personer?	"Smittspårning innebär att den behandlande läkaren är skyldig att ta reda på dels hur en smittad person har blivit smittad, dels vem eller vilka andra som kan vara smittade eller har blivit utsatta för smittan. Smittspårning kan ha en avgörande betydelse för att förhindra smittspridning och minska risken för större utbrott.


Uppdaterad: 2020-03-24 16:40
Öppna i ny flik"
